,index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
3040,3040,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262
3041,3041,Air India,9/05/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,20:25,12h 5m,2 stops,No info,11432
3042,3042,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,No info,7229
3043,3043,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,No info,14848
3044,3044,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,23:35,17h 5m,1 stop,In-flight meal not included,8586
3045,3045,Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,No info,6106
3046,3046,SpiceJet,3/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 04 May,2h 20m,non-stop,No info,3873
3047,3047,Jet Airways,15/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812
3048,3048,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 25 May,18h,1 stop,No info,12121
3049,3049,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13h 20m,1 stop,In-flight meal not included,8586
3050,3050,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,7354
3051,3051,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 Mar,2h 40m,non-stop,No info,4778
3052,3052,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6838
3053,3053,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1 stop,No info,10276
3054,3054,Jet Airways,18/06/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,8016
3055,3055,Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,18:30,10h 15m,1 stop,No info,4943
3056,3056,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
3057,3057,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,12996
3058,3058,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,9929
3059,3059,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 04 Jun,15h 30m,1 stop,No info,9508
3060,3060,Air India,21/03/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,5674
3061,3061,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
3062,3062,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 25 May,2h 35m,non-stop,No info,4804
3063,3063,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,01:30 28 May,11h 30m,1 stop,No info,13377
3064,3064,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 28 May,13h 25m,1 stop,In-flight meal not included,12898
3065,3065,Air Asia,1/06/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409
3066,3066,Air Asia,1/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14h 30m,1 stop,No info,8759
3067,3067,Air India,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,00:30,23:55,23h 25m,1 stop,No info,10394
3068,3068,IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
3069,3069,Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6253
3070,3070,Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35 28 May,17h 25m,2 stops,No info,15129
3071,3071,GoAir,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,06:35,14:25,7h 50m,1 stop,No info,4773
3072,3072,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20 22 May,26h 50m,1 stop,In-flight meal not included,9663
3073,3073,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 13 Jun,16h 45m,1 stop,No info,12692
3074,3074,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943
3075,3075,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 13 May,28h 5m,1 stop,In-flight meal not included,10703
3076,3076,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,8784
3077,3077,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1 stop,No info,11622
3078,3078,IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 25 May,2h 20m,non-stop,No info,5277
3079,3079,Air Asia,21/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 22 May,14h 25m,1 stop,No info,8327
3080,3080,IndiGo,9/03/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6885
3081,3081,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8016
3082,3082,IndiGo,1/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 02 Jun,5h 5m,1 stop,No info,10112
3083,3083,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:35 07 Mar,8h 5m,1 stop,No info,14871
3084,3084,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262
3085,3085,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2470
3086,3086,Air India,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 10 Mar,20h 10m,2 stops,No info,11622
3087,3087,Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 07 May,14h 25m,1 stop,No info,8662
3088,3088,Air India,24/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 25 Jun,26h,2 stops,No info,11972
3089,3089,Jet Airways,6/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 07 Jun,19h,2 stops,In-flight meal not included,11992
3090,3090,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 19 May,18h 25m,1 stop,In-flight meal not included,12373
3091,3091,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 02 Jun,15h 30m,1 stop,No info,7198
3092,3092,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,No info,14714
3093,3093,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 10 Jun,9h 30m,1 stop,No info,6316
3094,3094,Air India,27/03/2019,Delhi,Cochin,DEL → BLR → COK,17:40,08:15 28 Mar,14h 35m,1 stop,No info,5998
3095,3095,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 13 Jun,21h 25m,1 stop,No info,13044
3096,3096,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,13:05,22:30,9h 25m,1 stop,No info,9646
3097,3097,Air Asia,27/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 28 Jun,14h 25m,1 stop,No info,6451
3098,3098,GoAir,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1 stop,No info,5281
3099,3099,Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2228
3100,3100,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
3101,3101,Air India,15/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 16 Jun,20h 45m,2 stops,No info,11753
3102,3102,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 25 Jun,13h 30m,2 stops,No info,12819
3103,3103,Jet Airways,21/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,13:55,18:50 22 Mar,28h 55m,2 stops,In-flight meal not included,8728
3104,3104,SpiceJet,9/05/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812
3105,3105,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 02 May,29h 5m,1 stop,No info,14151
3106,3106,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05 02 May,12h 45m,1 stop,No info,8452
3107,3107,IndiGo,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,15:10,20:15,5h 5m,1 stop,No info,6762
3108,3108,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,13:15 13 Mar,18h 20m,1 stop,No info,13817
3109,3109,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 22 May,22h 35m,1 stop,In-flight meal not included,12898
3110,3110,IndiGo,6/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3480
3111,3111,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,21:20,9h 40m,1 stop,1 Long layover,27992
3112,3112,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 22 Mar,10h,2 stops,In-flight meal not included,7791
3113,3113,Air India,21/03/2019,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,5704
3114,3114,IndiGo,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,16:35,22:15,5h 40m,1 stop,No info,5268
3115,3115,GoAir,6/06/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898
3116,3116,SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,3847
3117,3117,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10877
3118,3118,Multiple carriers,9/04/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:15,10h 30m,1 stop,No info,8371
3119,3119,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,7038
3120,3120,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1 stop,No info,14571
3121,3121,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,09:20 10 Jun,13h 20m,1 stop,In-flight meal not included,11841
3122,3122,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 19 May,23h 10m,2 stops,No info,15129
3123,3123,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 Jun,2h 20m,non-stop,No check-in baggage included,3841
3124,3124,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35 25 Jun,25h 5m,1 stop,In-flight meal not included,10262
3125,3125,Air India,6/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460
3126,3126,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,7648
3127,3127,Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,8610
3128,3128,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
3129,3129,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442
3130,3130,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,12351
3131,3131,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 22 May,8h,1 stop,No info,14067
3132,3132,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
3133,3133,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:10 25 Mar,29h 10m,1 stop,No info,12102
3134,3134,Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,No info,8040
3135,3135,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,10:05,13:00,2h 55m,non-stop,No info,7648
3136,3136,IndiGo,9/05/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,6582
3137,3137,Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668
3138,3138,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
3139,3139,SpiceJet,1/05/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 May,2h 20m,non-stop,No info,3873
3140,3140,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8476
3141,3141,IndiGo,27/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636
3142,3142,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,8586
3143,3143,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
3144,3144,Air India,6/03/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6881
3145,3145,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844
3146,3146,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
3147,3147,Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 10 May,23h 45m,1 stop,In-flight meal not included,12373
3148,3148,Air India,6/06/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,21:50,13h 30m,2 stops,No info,10697
3149,3149,Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
3150,3150,Air India,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 25 Jun,26h 35m,2 stops,No info,9443
3151,3151,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 19 May,22h 55m,2 stops,In-flight meal not included,13029
3152,3152,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 23 Mar,34h,2 stops,No info,12347
3153,3153,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408
3154,3154,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 02 Apr,14h 25m,1 stop,In-flight meal not included,7064
3155,3155,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 07 Mar,15h 25m,1 stop,In-flight meal not included,13843
3156,3156,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174
3157,3157,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,21:00,9h 25m,3 stops,No info,16294
3158,3158,SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
3159,3159,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
3160,3160,Air India,12/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201
3161,3161,Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → IDR → DEL,06:45,11:10 07 Mar,28h 25m,2 stops,No info,12599
3162,3162,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
3163,3163,Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → TRV → BLR,09:25,10:30 25 May,25h 5m,2 stops,No info,12797
3164,3164,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 25 May,14h 30m,1 stop,No info,13067
3165,3165,Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 25 May,22h 30m,1 stop,No info,9345
3166,3166,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6818
3167,3167,Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040
3168,3168,Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,12:35 13 Jun,18h 15m,2 stops,No info,14300
3169,3169,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 16 May,7h 15m,1 stop,No info,13727
3170,3170,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:25 19 Mar,17h 30m,1 stop,In-flight meal not included,7832
3171,3171,Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,12:55,8h 55m,1 stop,No info,16259
3172,3172,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
3173,3173,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 07 Mar,20h 35m,1 stop,No info,16736
3174,3174,Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 07 Jun,20h,2 stops,No info,13217
3175,3175,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,6637
3176,3176,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 10 Jun,17h 5m,1 stop,In-flight meal not included,10844
3177,3177,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,In-flight meal not included,8401
3178,3178,SpiceJet,12/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873
3179,3179,Jet Airways,24/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 25 Jun,8h 25m,2 stops,In-flight meal not included,12410
3180,3180,Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35 19 May,13h 30m,2 stops,No info,15129
3181,3181,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
3182,3182,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,16079
3183,3183,Air India,6/06/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,08:55 07 Jun,18h 25m,2 stops,No info,15894
3184,3184,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,9103
3185,3185,Air India,12/06/2019,Delhi,Cochin,DEL → BLR → COK,09:45,08:15 13 Jun,22h 30m,1 stop,No info,8991
3186,3186,Air India,1/04/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,16:50,18:20 02 Apr,25h 30m,2 stops,No info,7893
3187,3187,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,4575
3188,3188,SpiceJet,3/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873
3189,3189,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1 stop,In-flight meal not included,7832
3190,3190,IndiGo,1/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
3191,3191,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,23:25 25 Mar,26h 15m,1 stop,No info,13759
3192,3192,Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229
3193,3193,SpiceJet,15/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No info,3873
3194,3194,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1 stop,No info,9794
3195,3195,Air India,27/03/2019,Delhi,Cochin,DEL → BLR → COK,13:30,08:15 28 Mar,18h 45m,1 stop,No info,6681
3196,3196,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Apr,3h,non-stop,No info,4423
3197,3197,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844
3198,3198,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,7258
3199,3199,Jet Airways,12/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
3200,3200,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 10 Jun,22h 5m,1 stop,No info,14924
3201,3201,Vistara,15/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,10:25 16 Mar,27h 45m,1 stop,No info,6590
3202,3202,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 04 Jun,15h 40m,1 stop,In-flight meal not included,10262
3203,3203,SpiceJet,9/03/2019,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,5515
3204,3204,Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,In-flight meal not included,6643
3205,3205,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
3206,3206,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6493
3207,3207,IndiGo,24/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218
3208,3208,Air India,6/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,19:15,13h 20m,2 stops,No info,10861
3209,3209,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,7094
3210,3210,SpiceJet,24/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:10 25 Mar,1h 25m,non-stop,No info,2227
3211,3211,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544
3212,3212,Air India,21/03/2019,Banglore,New Delhi,BLR → CCU → BBI → DEL,05:50,16:20,10h 30m,2 stops,No info,7664
3213,3213,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,8016
3214,3214,Air Asia,27/05/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 May,2h 30m,non-stop,No info,3807
3215,3215,Air India,3/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,19:15,12h 5m,2 stops,No info,12698
3216,3216,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 25 May,22h 10m,1 stop,In-flight meal not included,8586
3217,3217,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 02 Apr,22h 10m,1 stop,In-flight meal not included,7064
3218,3218,IndiGo,9/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
3219,3219,SpiceJet,21/05/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6h 20m,1 stop,No info,7317
3220,3220,Air India,6/05/2019,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,10:00,10:30 07 May,24h 30m,3 stops,No info,12797
3221,3221,IndiGo,6/04/2019,Kolkata,Banglore,CCU → MAA → BLR,06:15,10:30,4h 15m,1 stop,No info,4226
3222,3222,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14151
3223,3223,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,01:35 28 Mar,14h 50m,1 stop,No info,6628
3224,3224,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,8033
3225,3225,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1 stop,No info,11200
3226,3226,IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
3227,3227,Air Asia,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 13 Jun,12h,1 stop,No info,5192
3228,3228,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 13 Jun,18h 45m,2 stops,No info,13014
3229,3229,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,22:35 22 May,25h 25m,1 stop,In-flight meal not included,10844
3230,3230,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,15:30,8h 30m,1 stop,No info,15603
3231,3231,GoAir,3/04/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,4239
3232,3232,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 13 Jun,20h,1 stop,No info,13044
3233,3233,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 28 May,24h 45m,1 stop,In-flight meal not included,12898
3234,3234,SpiceJet,1/04/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,No info,6013
3235,3235,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,No info,14781
3236,3236,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 Mar,10h 55m,1 stop,No info,12557
